Diver,Date,Board,Place,Competitors Count,Final Score,Z-Score,Mean,Standard Deviation
Joshua Thai,02-03-2024,Men Platform (6 Dives),3,8,345.4,0.57,317.24,49.82
Joshua Thai,02-02-2024,Men 1m Championship (6 Dives),6,9,276.05,-0.14,282.18,43.33
Joshua Thai,02-02-2024,Men 3m Championship (6 Dives),1,10,374.1,1.78,288.01,48.32
Joshua Thai,01-20-2024,Men 1m Championship (6 Dives),1,7,337.65,1.5,285.98,34.38
Joshua Thai,01-20-2024,Men 3m Championship (6 Dives),1,7,365.4,1.48,313.24,35.22
Joshua Thai,01-19-2024,Men 1m Championship (6 Dives),1,6,325.05,0.95,287.06,39.95
Joshua Thai,01-19-2024,Men 3m Championship (6 Dives),3,6,317.33,-0.08,318.98,20.16
Joshua Thai,11-29-2023,Senior Men 3m,17,43,293.4,0.2,281.78,57.94
Joshua Thai,11-29-2023,Senior Men 3m,21,21,300.95,-1.4,347.82,33.53
Joshua Thai,11-29-2023,Senior Men Platform,18,20,252.45,-0.96,304.09,53.8
Joshua Thai,11-29-2023,Senior Men Platform,17,19,267.85,-0.99,334.47,67.44
Joshua Thai,11-16-2023,Men 1m Championship (6 Dives),7,20,317.95,0.42,298.36,46.4
Joshua Thai,11-16-2023,Men 1m Championship (6 Dives),9,12,301.15,-0.55,320.77,35.77
Joshua Thai,11-16-2023,Men 3m Championship (6 Dives),11,22,330.1,0.29,316.14,48.63
Joshua Thai,11-16-2023,Men 3m Championship (6 Dives),7,12,371.2,0.19,364.26,35.92
Joshua Thai,11-16-2023,Men Platform (6 Dives),3,20,357.2,1.23,293.48,51.89
Joshua Thai,10-14-2023,Men 1m Championship (6 Dives),4,8,329.85,0.51,307.86,42.88
Joshua Thai,10-14-2023,Men 3m Championship (6 Dives),2,8,350.78,1.27,311.97,30.64
Joshua Thai,03-23-2023,Men 3m Championship (6 Dives),32,52,329.05,-0.39,345.02,40.63
Joshua Thai,03-23-2023,Men Platform (6 Dives),14,47,347.85,0.48,320.86,56.61
Joshua Thai,03-23-2023,Men Platform (6 Dives) CONSOL.,6,8,337.55,-0.57,359.39,38.28
Joshua Thai,03-06-2023,Men 3m Championship (6 Dives),5,29,342.25,0.9,293.53,54.43
Joshua Thai,03-06-2023,Men 3m Championship (6 Dives),4,18,694.3,0.74,641.88,71.11
Joshua Thai,03-06-2023,Men Platform (6 Dives),12,23,295.3,0.14,289.91,37.24
Joshua Thai,03-06-2023,Men Platform (6 Dives),8,18,608.9,0.18,600.28,48.6
Joshua Thai,02-22-2023,Men 1m Championship (6 Dives),7,20,284.95,0.28,273.88,39.17
Joshua Thai,02-22-2023,Men 1m Championship (6 Dives),7,8,315.3,-0.49,326.38,22.42
Joshua Thai,02-22-2023,Men 3m Championship (6 Dives),7,20,354.65,0.86,299.18,64.43
Joshua Thai,02-22-2023,Men 3m Championship (6 Dives),8,8,338.7,-1.54,393.19,35.39
Joshua Thai,02-22-2023,Men Platform (6 Dives),2,17,354.15,1.39,274.04,57.66
Joshua Thai,02-22-2023,Men Platform (6 Dives),4,8,348.55,0.47,324.39,51.94
Joshua Thai,02-18-2023,Men 1m Championship (6 Dives),4,5,290.48,-0.36,309.93,54.29
Joshua Thai,02-18-2023,Men 3m Championship (6 Dives),2,4,345.9,0.24,335.59,42.24
Joshua Thai,02-03-2023,Men 1m Championship (6 Dives),4,5,264.45,-0.82,299.34,42.73
Joshua Thai,02-03-2023,Men 3m Championship (6 Dives),4,5,316.43,-0.45,337.95,48.08
Joshua Thai,01-21-2023,Men 1m Championship (6 Dives),1,5,310.8,1.19,264.44,38.91
Joshua Thai,01-21-2023,Men 3m Championship (6 Dives),1,5,346.28,1.58,296.7,31.35
Joshua Thai,01-20-2023,Men 1m Championship (6 Dives),1,3,304.13,0.59,283.4,34.93
Joshua Thai,01-20-2023,Men 3m Championship (6 Dives),2,2,319.35,-0.71,337.35,25.46
Joshua Thai,11-30-2022,Men 1m Championship (6 Dives),8,12,261.45,-0.29,269.93,29.0
Joshua Thai,11-30-2022,Men 1m Championship (6 Dives),1,12,346.45,1.56,284.6,39.71
Joshua Thai,11-30-2022,Men 3m Championship (6 Dives),2,11,322.05,1.16,287.78,29.56
Joshua Thai,11-30-2022,Men 3m Championship (6 Dives),4,11,333.0,0.58,308.35,42.14
Joshua Thai,11-30-2022,Men Platform (6 Dives),2,7,324.95,1.01,279.47,44.91
Joshua Thai,11-11-2022,Men 1m Championship (6 Dives),4,12,283.8,0.29,271.65,42.11
Joshua Thai,11-11-2022,Men 1m Championship (6 Dives),4,12,588.8,0.34,555.95,96.0
Joshua Thai,11-11-2022,Men 3m Championship (6 Dives),4,16,374.85,1.1,297.3,70.27
Joshua Thai,11-11-2022,Men 3m Championship (6 Dives),3,16,748.05,1.18,568.88,151.53
Joshua Thai,11-11-2022,Men Platform (6 Dives),3,9,316.7,0.46,284.51,70.45
Joshua Thai,11-11-2022,Men Platform (6 Dives),3,9,643.65,0.48,577.88,138.41
Joshua Thai,10-12-2022,Men 1m Championship (6 Dives),1,5,294.45,0.97,250.41,45.48
Joshua Thai,10-12-2022,Men 3m Championship (6 Dives),4,5,273.05,-0.5,286.19,26.18
Joshua Thai,07-25-2022,16-18 Boys 1m J.O,24,31,444.25,-0.79,474.01,37.54
Joshua Thai,07-25-2022,16-18 Boys 3m J.O,7,32,540.05,0.89,507.6,36.36
Joshua Thai,07-25-2022,16-18 Boys 3m J.O,8,12,548.0,-0.24,560.33,50.53
Joshua Thai,07-25-2022,16-18 Boys Platform J.O,3,28,495.25,1.22,439.53,45.53
Joshua Thai,07-25-2022,16-18 Boys Platform J.O,7,12,488.45,-0.09,491.86,36.97
Joshua Thai,06-16-2022,16-18 Boys 1m J.O,1,30,547.8,2.05,405.21,69.68
Joshua Thai,06-16-2022,16-18 Boys 3m J.O,1,32,589.4,2.37,430.57,67.01
Joshua Thai,06-16-2022,16-18 Boys Platform J.O,1,23,514.4,1.74,372.55,81.5
Joshua Thai,05-12-2022,High School Boys 1m (11 dives),1,25,327.65,2.62,213.55,43.6
Joshua Thai,05-12-2022,High School Boys 1m (11 dives),1,20,495.55,2.19,344.26,69.06
Joshua Thai,05-12-2022,High School Boys 1m (11 dives),1,16,654.15,1.61,503.49,93.62
Joshua Thai,05-04-2022,Men 1m Championship (6 Dives),5,13,317.4,0.62,294.89,36.6
Joshua Thai,04-29-2022,CIF Boys  (11 dives) Division 4,1,5,660.35,1.26,497.11,129.47
Joshua Thai,04-22-2022,16-18 Boys 1m J.O,3,28,512.2,1.75,381.34,74.61
Joshua Thai,04-22-2022,16-18 Boys 3m J.O,1,24,610.9,2.41,417.68,80.32
Joshua Thai,04-22-2022,16-18 Boys Platform J.O,1,6,546.15,1.66,405.9,84.59
Joshua Thai,07-28-2021,16-18 Boys 1m J.O,2,42,462.1,1.71,414.27,27.91
Joshua Thai,07-28-2021,16-18 Boys 1m J.O,12,33,471.0,0.26,460.91,38.51
Joshua Thai,07-28-2021,16-18 Boys 1m J.O,7,12,484.75,-0.24,493.17,34.78
Joshua Thai,07-28-2021,16-18 Boys 3m J.O,23,35,486.85,-0.1,495.11,83.05
Joshua Thai,07-28-2021,16-18 Boys Platform J.O,10,28,431.5,0.15,422.61,57.67
Joshua Thai,07-28-2021,16-18 Boys Platform J.O,7,12,475.55,-0.43,502.8,63.93
Joshua Thai,07-02-2021,16-18 Boys 1m J.O,9,24,451.7,0.67,410.82,61.01
Joshua Thai,07-02-2021,16-18 Boys 3m J.O,2,21,515.5,1.44,411.28,72.57
Joshua Thai,07-02-2021,16-18 Boys Platform J.O,1,10,483.0,1.49,337.3,97.71
Joshua Thai,05-20-2021,CIF Boys  (11 dives) Division 4,1,4,646.75,1.24,492.21,124.82
Joshua Thai,05-17-2021,CIF Boys  (11 dives),1,8,567.25,1.39,359.12,149.36
Joshua Thai,05-14-2021,16-18 Boys 1m J.O,1,18,518.5,2.52,367.44,59.99
Joshua Thai,05-14-2021,16-18 Boys 3m J.O,1,17,566.9,2.43,395.22,70.78
Joshua Thai,05-01-2021,CIF Boys  (11 dives),1,4,606.5,0.87,436.77,196.09
Joshua Thai,06-21-2019,14-15 Boys 1m  J.O,1,22,413.55,1.92,296.76,60.88
Joshua Thai,06-21-2019,14-15 Boys 3m J.O,3,17,398.8,0.97,338.78,62.07
Joshua Thai,06-21-2019,14-15 Boys Platform J.O,1,12,399.7,1.6,292.03,67.19
Joshua Thai,05-10-2019,High School Boys 1m (11 dives),2,28,252.95,1.53,191.49,40.1
Joshua Thai,05-10-2019,High School Boys 1m (11 dives),2,20,384.6,1.31,322.29,47.39
Joshua Thai,05-10-2019,High School Boys 1m (11 dives),2,16,543.55,1.09,473.36,64.28
Joshua Thai,05-04-2019,Men 1m Championship (6 Dives),2,12,305.55,1.14,266.7,34.01
Joshua Thai,04-29-2019,CIF Boys  (11 dives) Division 3,1,12,590.4,1.93,357.87,120.42
Joshua Thai,04-26-2019,14-15 Boys 1m  J.O,1,16,388.0,1.56,277.9,70.41
Joshua Thai,04-26-2019,14-15 Boys 3m J.O,1,12,458.1,1.64,342.73,70.51
Joshua Thai,04-26-2019,14-15 Boys Platform J.O,1,6,396.35,1.66,306.34,54.34
Joshua Thai,04-06-2019,High School Boys 1m (11 dives),2,5,528.65,0.56,496.47,57.51
Joshua Thai,03-15-2019,14-15 Boys 1m  J.O,1,11,399.7,2.1,295.33,49.76
Joshua Thai,03-15-2019,14-15 Boys Platform J.O,1,8,403.5,1.62,296.79,65.7
Joshua Thai,02-23-2019,14-15 Boys 3m J.O,1,7,399.05,1.06,330.77,64.18
Joshua Thai,11-30-2018,14-15 Boys 1m  J.O,1,8,401.85,2.1,288.82,53.93
Joshua Thai,07-29-2018,14-15 Boys 1m  J.O,17,30,331.7,-0.16,336.82,31.52
Joshua Thai,07-29-2018,14-15 Boys 3m J.O,5,30,423.0,1.07,371.73,48.1
Joshua Thai,07-29-2018,14-15 Boys 3m J.O,6,12,411.1,-0.1,413.47,24.55
Joshua Thai,07-29-2018,14-15 Boys Platform J.O,10,28,328.5,0.28,314.64,49.86
Joshua Thai,07-29-2018,14-15 Boys Platform J.O,4,12,395.6,0.61,374.18,34.83
Joshua Thai,06-29-2018,14-15 Boys 1m  J.O,1,15,375.8,1.41,309.33,47.13
Joshua Thai,06-29-2018,14-15 Boys 3m J.O,1,16,426.05,1.84,330.77,51.9
Joshua Thai,06-29-2018,14-15 Boys Platform J.O,1,12,413.4,2.76,277.52,49.26
Joshua Thai,05-25-2018,14-15 Boys 3m J.O,1,10,398.2,1.45,317.05,55.91
Joshua Thai,05-25-2018,14-15 Boys Platform J.O,1,4,391.65,1.09,323.01,62.73
Joshua Thai,05-05-2018,14-15 Boys 1m  J.O,1,16,387.25,1.96,284.48,52.39
Joshua Thai,05-05-2018,14-15 Boys 3m J.O,1,15,400.1,2.02,307.44,45.82
Joshua Thai,04-18-2018,Group B Boys 1m (14-15),9,26,327.8,0.18,318.16,52.63
Joshua Thai,04-18-2018,Group B Boys 1m (14-15),10,12,490.85,-0.99,546.1,55.87
Joshua Thai,04-18-2018,Group B Boys 3m (14-15),10,27,354.8,0.27,343.4,42.81
Joshua Thai,04-18-2018,Group B Boys 3m (14-15),10,12,536.85,-1.06,590.73,50.88
Joshua Thai,04-18-2018,Group B Boys Platform (14-15),13,24,299.55,-0.25,310.1,42.17
Joshua Thai,04-13-2018,16-18 Boys 3m J.O,2,6,478.05,0.49,450.77,55.84
Joshua Thai,03-24-2018,14-15 Boys 3m J.O,1,2,423.15,0.71,371.73,72.73
Joshua Thai,07-29-2017,12-13 Boys 1m J.O,4,26,297.5,0.94,272.26,26.83
Joshua Thai,07-29-2017,12-13 Boys 3m J.O,3,25,348.0,1.31,304.9,32.89
Joshua Thai,07-29-2017,12-13 Boys Platform J.O,7,25,300.05,0.96,265.89,35.74
Joshua Thai,06-29-2017,12-13 Boys 1m J.O,1,19,302.45,1.86,227.41,40.42
Joshua Thai,06-29-2017,12-13 Boys 3m J.O,1,16,372.3,1.74,267.71,59.94
Joshua Thai,06-29-2017,12-13 Boys Platform J.O,1,10,290.25,1.22,231.35,48.13
Joshua Thai,04-28-2017,12-13 Boys 1m J.O,2,15,300.25,1.65,235.56,39.13
Joshua Thai,04-28-2017,12-13 Boys 3m J.O,1,14,354.65,1.68,259.86,56.36
Joshua Thai,03-31-2017,12-13 Boys 1m J.O,1,6,335.25,1.7,251.09,49.48
Joshua Thai,03-31-2017,12-13 Boys 3m J.O,1,6,369.2,1.48,256.83,75.99
Joshua Thai,03-31-2017,12-13 Boys Platform J.O,1,3,289.3,0.95,249.32,42.29
Joshua Thai,03-04-2017,12-13 Boys 3m J.O,1,3,342.0,1.15,255.37,75.11
Joshua Thai,02-24-2017,12-13 Boys 1m J.O,1,7,297.9,1.53,207.86,58.86
Joshua Thai,12-11-2016,12-13 Boys 1m J.O,1,4,315.38,1.3,247.63,52.13
Joshua Thai,12-11-2016,12-13 Boys Platform J.O,1,3,257.25,1.01,229.05,27.87
Joshua Thai,12-03-2016,12-13 Boys 3m J.O,1,8,323.15,1.81,265.89,31.62
Joshua Thai,11-05-2016,Group C Boys 1m (12-13),1,4,306.05,1.33,249.46,42.5
Joshua Thai,08-01-2016,12-13 Boys 1m J.O,14,34,278.55,0.27,270.07,31.74
Joshua Thai,08-01-2016,12-13 Boys 3m J.O,10,37,308.85,0.38,295.71,34.69
Joshua Thai,08-01-2016,12-13 Boys 3m J.O,10,12,307.8,-1.13,340.1,28.67
Joshua Thai,08-01-2016,12-13 Boys Platform J.O,10,34,280.6,0.69,251.39,42.11
Joshua Thai,08-01-2016,12-13 Boys Platform J.O,12,12,272.35,-1.3,295.77,17.99
Joshua Thai,07-07-2016,12-13 Boys 1m J.O,2,24,291.2,1.43,239.25,36.22
Joshua Thai,07-07-2016,12-13 Boys 3m J.O,3,23,310.05,1.28,258.98,39.75
Joshua Thai,07-07-2016,12-13 Boys Platform J.O,1,16,294.7,1.9,220.16,39.23
Joshua Thai,06-25-2016,12-13 Boys 1m J.O,1,5,312.5,1.45,271.86,28.01
Joshua Thai,06-25-2016,12-13 Boys Platform J.O,1,4,289.35,1.27,256.01,26.35
Joshua Thai,04-29-2016,12-13 Boys 1m J.O,4,19,266.95,1.17,224.93,35.85
Joshua Thai,04-29-2016,12-13 Boys 3m J.O,1,15,327.95,1.87,249.85,41.83
Joshua Thai,04-01-2016,12-13 Boys 1m J.O,4,13,257.9,0.86,233.88,28.0
Joshua Thai,02-20-2016,12-13 Boys 1m J.O,1,8,271.7,1.6,207.96,39.78
Joshua Thai,02-20-2016,12-13 Boys 3m J.O,1,6,307.55,1.74,252.76,31.52
Joshua Thai,02-13-2016,12-13 Boys Platform J.O,2,3,233.0,-0.4,236.85,9.62
Joshua Thai,12-13-2015,12-13 Boys 1m J.O,1,3,298.45,1.05,266.65,30.16
Joshua Thai,11-07-2015,Group D Boys 3m (11 & Under),1,2,185.1,0.71,157.07,39.63
Joshua Thai,08-01-2015,11 & Under Boys 1m J.O,5,31,214.9,1.14,184.97,26.2
Joshua Thai,08-01-2015,11 & Under Boys 1m J.O,4,12,224.2,0.47,213.36,22.86
Joshua Thai,08-01-2015,11 & Under Boys 3m J.O,4,36,205.4,1.38,168.93,26.43
Joshua Thai,08-01-2015,11 & Under Boys 3m J.O,9,31,214.95,0.69,194.5,29.53
Joshua Thai,08-01-2015,11 & Under Boys 3m J.O,5,12,236.25,0.31,230.49,18.58
Joshua Thai,08-01-2015,11 & Under Boys Platform J.O,1,15,189.35,1.52,146.97,27.85
Joshua Thai,08-01-2015,11 & Under Boys Platform J.O,5,31,191.2,1.32,150.25,31.04
Joshua Thai,08-01-2015,11 & Under Boys Platform J.O,3,12,197.65,1.03,180.48,16.69
Joshua Thai,06-11-2015,11 & Under Boys 1m J.O,3,24,200.25,1.35,160.76,29.31
Joshua Thai,06-11-2015,11 & Under Boys 3m J.O,4,19,207.1,1.17,175.16,27.31
Joshua Thai,06-11-2015,11 & Under Boys Platform J.O,7,11,141.95,-0.45,152.49,23.48
Joshua Thai,05-02-2015,11 & Under Boys 1m J.O,1,13,208.55,1.91,155.68,27.74
Joshua Thai,05-02-2015,11 & Under Boys 3m J.O,1,11,238.4,1.5,180.76,38.52
Joshua Thai,04-19-2015,11 & Under Boys 1m J.O,1,2,166.55,0.71,144.95,30.55
Joshua Thai,03-27-2015,11 & Under Boys 3m J.O,1,7,239.55,1.37,180.82,42.72
Joshua Thai,03-27-2015,11 & Under Boys Platform J.O,1,5,188.7,1.21,155.06,27.72
Joshua Thai,03-13-2015,13 & Under Boys 1m JO,1,3,241.95,1.12,215.47,23.56
Joshua Thai,03-13-2015,13 & Under Boys 1m JO,1,3,240.15,0.96,218.5,22.6
Joshua Thai,03-07-2015,Group D Boys 1m (10-11),1,3,180.15,1.13,142.37,33.31
Joshua Thai,01-24-2015,11 & Under Boys 3m J.O,1,6,218.8,1.51,168.74,33.16
Joshua Thai,11-08-2014,Group D Boys 3m (11 & Under),1,6,182.95,1.53,140.47,27.78
Joshua Thai,08-04-2014,11 & Under Boys 1m J.O,15,34,195.6,0.25,190.4,21.19
Joshua Thai,08-04-2014,11 & Under Boys 3m J.O,20,33,191.7,-0.26,199.3,28.78
Joshua Thai,08-04-2014,11 & Under Boys Platform J.O,7,27,177.9,0.66,157.87,30.37
Joshua Thai,08-04-2014,11 & Under Boys Platform J.O,10,12,165.6,-0.85,183.73,21.27
Joshua Thai,07-10-2014,11 & Under Boys 1m J.O,6,21,169.6,0.73,149.94,26.96
Joshua Thai,07-10-2014,11 & Under Boys 3m J.O,3,20,197.85,1.49,155.46,28.44
Joshua Thai,07-10-2014,11 & Under Boys Platform J.O,2,8,159.0,1.35,134.95,17.88
Joshua Thai,06-13-2014,11 & Under Boys 1m J.O,2,11,203.0,1.38,148.56,39.37
Joshua Thai,06-13-2014,11 & Under Boys 3m J.O,2,9,221.7,1.3,166.66,42.33
Joshua Thai,06-13-2014,11 & Under Boys Platform J.O,1,3,193.9,0.92,153.45,43.97
Joshua Thai,04-25-2014,11 & Under Boys 1m J.O,3,26,197.65,1.23,165.38,26.27
Joshua Thai,04-25-2014,11 & Under Boys 3m J.O,3,24,219.15,1.45,174.44,30.87
Joshua Thai,03-07-2014,11 & Under Boys 1m J.O,1,12,184.25,1.87,143.12,21.95
Joshua Thai,03-07-2014,11 & Under Boys 3m J.O,2,11,190.1,1.55,142.88,30.48
Joshua Thai,02-15-2014,11 & Under Boys 3m J.O,1,8,206.4,1.63,153.18,32.56
Joshua Thai,02-15-2014,11 & Under Boys Platform J.O,1,4,194.4,1.32,155.55,29.36
Joshua Thai,12-13-2013,11 & Under Boys 3m J.O,1,7,208.45,1.51,173.96,22.87
Joshua Thai,08-04-2013,11 & Under Boys 3m J.O,11,33,187.55,0.26,180.54,27.09
Joshua Thai,08-04-2013,11 & Under Boys 3m J.O,9,12,187.25,-0.73,213.12,35.59
Joshua Thai,08-04-2013,11 & Under Boys Platform J.O,16,24,144.7,-0.21,150.51,27.03
Joshua Thai,07-11-2013,11 & Under Boys 1m J.O,11,21,136.7,-0.21,141.13,21.6
Joshua Thai,07-11-2013,11 & Under Boys 3m J.O,4,18,188.5,0.84,163.25,30.22
Joshua Thai,07-11-2013,11 & Under Boys Platform J.O,1,12,180.05,1.63,135.88,27.04
Joshua Thai,06-14-2013,11 & Under Boys 1m J.O,1,9,202.3,1.78,141.89,33.87
Joshua Thai,06-14-2013,11 & Under Boys 3m J.O,2,8,180.95,0.73,157.36,32.12
Joshua Thai,05-24-2013,11 & Under Boys 3m J.O,4,9,170.75,0.58,155.39,26.6
Joshua Thai,04-12-2013,11 & Under Boys 1m J.O,4,25,166.15,0.95,138.66,29.07
Joshua Thai,04-12-2013,11 & Under Boys 3m J.O,4,24,189.15,1.19,150.02,33.02
Joshua Thai,03-16-2013,11 & Under Boys 1m J.O,2,16,179.35,1.85,124.67,29.48
Joshua Thai,03-16-2013,11 & Under Boys 3m J.O,3,9,188.05,0.86,159.34,33.44
Joshua Thai,03-02-2013,11 & Under Boys 1m J.O,5,13,157.5,0.69,141.53,23.07
Joshua Thai,03-02-2013,11 & Under Boys 3m J.O,4,10,165.5,0.48,147.11,38.27
Joshua Thai,03-02-2013,11 & Under Boys Platform J.O,3,6,146.85,0.4,136.33,26.2
Joshua Thai,02-02-2013,11 & Under Boys Platform J.O,2,2,183.6,-0.71,184.97,1.94
Joshua Thai,11-30-2012,11 & Under Boys 1m J.O,6,12,151.55,0.3,141.49,33.49
Joshua Thai,10-20-2012,11 & Under Boys 3m J.O,2,6,185.75,0.92,161.69,26.14
Joshua Thai,07-12-2012,11 & Under Boys 1m J.O,12,23,135.3,-0.08,138.01,31.94
Joshua Thai,07-12-2012,11 & Under Boys 3m J.O,8,20,160.25,0.17,154.74,33.04
Joshua Thai,07-12-2012,11 & Under Boys Platform J.O,9,14,112.7,-0.23,120.88,35.36
Joshua Thai,06-08-2012,11 & Under Boys 1m J.O,5,11,148.25,0.31,137.6,34.19
Joshua Thai,06-08-2012,11 & Under Boys 3m J.O,4,9,174.65,0.39,164.46,26.08
Joshua Thai,04-13-2012,11 & Under Boys 1m J.O,14,19,122.95,-0.66,144.09,31.88
Joshua Thai,04-13-2012,11 & Under Boys 3m J.O,14,17,130.9,-0.78,155.17,31.04
Joshua Thai,04-13-2012,11 & Under Boys Platform J.O,5,5,126.4,-0.77,143.09,21.54
Joshua Thai,03-17-2012,9 & Under Boys 1m J.O,1,2,121.8,0.71,108.55,18.74
Joshua Thai,03-02-2012,11 & Under Boys 1m J.O,4,10,161.4,0.64,142.0,30.17
Joshua Thai,03-02-2012,11 & Under Boys 3m J.O,4,8,152.45,-0.29,160.52,28.29
Joshua Thai,03-02-2012,11 & Under Boys Platform J.O,4,4,112.95,-1.1,138.11,22.81
Joshua Thai,01-21-2012,9 & Under Boys 3m J.O,2,2,110.85,-0.71,114.72,5.48
Joshua Thai,10-22-2011,FC Level 5 Boys 1m,2,2,110.85,-0.71,119.62,12.41
